"Date","RegionName","State","Metro","County","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2019-01-31,"Cleveland","OH","Cleveland-Elyria","Cuyahoga County",44,854,0.00234741784037559,0.00945626477541371,0.00707547169811321,121584
2019-01-31,"New Orleans","LA","New Orleans-Metairie","Orleans Parish",45,1446,0.025531914893617,0.0782997762863535,0.0508720930232558,112690
2019-01-31,"Arlington","TX","Dallas-Fort Worth-Arlington","Tarrant County",46,1545,0.00782778864970646,0.0286284953395473,0.026578073089701,96828
2019-01-31,"Baton Rouge","LA","Baton Rouge","East Baton Rouge Parish",47,1298,-0.000769822940723634,-0.000769822940723634,-0.0349442379182156,131573
2019-01-31,"Wichita","KS","Wichita","Sedgwick County",48,913,0.00772626931567329,0.0281531531531532,0.0121951219512195,132515
2019-01-31,"Knoxville","TN","Knoxville","Knox County",49,1141,0.00973451327433628,0.0344514959202176,0.0335144927536232,76354
2019-01-31,"Tampa","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County",50,1409,0.0136690647482014,0.0429311621021466,0.0514925373134328,124863
2019-01-31,"Aurora","CO","Denver-Aurora-Lakewood","Arapahoe County",51,1900,0.00795755968169761,0.0281385281385281,0.0445299615173172,105869
2019-01-31,"Riverside","CA","Riverside-San Bernardino-Ontario","Riverside County",52,2000,0.010611419909045,0.0314595152140279,0.0576414595452142,68734
2019-01-31,"Bakersfield","CA","Bakersfield","Kern County",53,1395,0.00649350649350649,0.0234776228906823,0.0287610619469027,101358
2019-01-31,"Pittsburgh","PA","Pittsburgh","Allegheny County",54,1137,0.00176211453744493,0,0.0326975476839237,123684
2019-01-31,"Cincinnati","OH","Cincinnati","Hamilton County",55,1208,0.0151260504201681,0.0504347826086957,0.0550218340611354,94824
2019-01-31,"Anaheim","CA","Los Angeles-Long Beach-Anaheim","Orange County",56,2803,0.0111832611832612,0.0358462675535846,0.0320324005891016,63907
2019-01-31,"Columbia","SC","Columbia","Richland County",57,1111,0.00634057971014493,0.0183318056828598,0.0155393053016453,36589
2019-01-31,"Marietta","GA","Atlanta-Sandy Springs-Roswell","Cobb County",58,1664,0.00483091787439614,0.0103217972070431,0.00909642207398423,99782
2019-01-31,"Corpus Christi","TX","Corpus Christi","Nueces County",59,1372,0.00219138056975895,0.0140428677014043,0.0178041543026706,91751
2019-01-31,"Saint Louis","MO","St. Louis","Saint Louis City",60,933,0.0141304347826087,0.0436241610738255,0.0412946428571429,113297
2019-01-31,"Lexington","KY","Lexington-Fayette","Fayette County",61,1236,0.0048780487804878,0.0172839506172839,0.0214876033057851,104734
2019-01-31,"Fort Wayne","IN","Fort Wayne","Allen County",62,1043,0.00384985563041386,0.0136054421768707,0.0686475409836066,92979
2019-01-31,"Vancouver","WA","Portland-Vancouver-Hillsboro","Clark County",63,1690,0.00715137067938021,0.0273556231003039,0.0298598415600244,51018
2019-01-31,"Silver Spring","MD","Washington-Arlington-Alexandria","Montgomery County",64,2234,0.0076680198466396,0.0271264367816092,0.0136116152450091,80831
2019-01-31,"Toledo","OH","Toledo","Lucas County",65,793,0.00379746835443038,0.0166666666666667,0.0166666666666667,99807
2019-01-31,"Anchorage","AK","Anchorage","Anchorage Borough",66,1803,0.00445682451253482,0.0163472378804961,-0.00825082508250825,87469
2019-01-31,"Saint Paul","MN","Minneapolis-St. Paul-Bloomington","Ramsey County",67,1485,0.00951733514615908,0.0298196948682386,0.0531914893617021,77299
2019-01-31,"Durham","NC","Durham-Chapel Hill","Durham County",68,1363,0.0051622418879056,0.0148920327624721,0.0209737827715356,81406
2019-01-31,"Tallahassee","FL","Tallahassee","Leon County",69,1267,0.00715421303656598,0.0193081255028158,0.0436573311367381,80421
2019-01-31,"Stockton","CA","Stockton-Lodi","San Joaquin County",70,1550,0.013734466971877,0.0388739946380697,0.0437710437710438,75453
2019-01-31,"Plano","TX","Dallas-Fort Worth-Arlington","Collin County",71,2012,0.006,0.0233977619532045,0.013091641490433,75032
2019-01-31,"Newark","NJ","New York-Newark-Jersey City","Essex County",72,1535,0.010533245556287,0.0371621621621622,0.0233333333333333,37013
2019-01-31,"Lincoln","NE","Lincoln","Lancaster County",73,1308,0.00383729854182655,0.0108191653786708,0.015527950310559,84039
2019-01-31,"Lubbock","TX","Lubbock","Lubbock County",74,1150,0.000870322019147084,0.00436681222707424,0.00788781770376862,76370
2019-01-31,"Jersey City","NJ","New York-Newark-Jersey City","Hudson County",75,2111,0.00285035629453682,0.0124700239808153,-0.00330500472143532,58585
2019-01-31,"Reno","NV","Reno","Washoe County",76,1743,0.00984936268829664,0.0338078291814947,0.0570042449969679,81839
2019-01-31,"Buffalo","NY","Buffalo-Cheektowaga-Niagara Falls","Erie County",77,933,0.00864864864864865,0.0332225913621262,0.040133779264214,70444
2019-01-31,"Mobile","AL","Mobile","Mobile County",78,961,0.00733752620545073,0.0234291799787007,0.0180084745762712,84976
2019-01-31,"Hialeah","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",79,1866,0.00864864864864865,0.0303699613473219,0.0315091210613599,54343
2019-01-31,"San Bernardino","CA","Riverside-San Bernardino-Ontario","San Bernardino County",80,1578,0.0121872995509942,0.0327225130890052,0.0485049833887043,50638
2019-01-31,"Chula Vista","CA","San Diego-Carlsbad","San Diego County",81,2545,0.00792079207920792,0.0233212706071572,0.0266236385639371,57583
2019-01-31,"Saint Petersburg","FL","Tampa-St. Petersburg-Clearwater","Pinellas County",82,1405,0.0115190784737221,0.0384331116038433,0.0477255779269202,104555
2019-01-31,"Lawrenceville","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County",83,1473,0.00752393980848153,0.022206800832755,0.0344101123595506,72837
2019-01-31,"Winston-Salem","NC","Winston-Salem","Forsyth County",84,1058,0.00857959961868446,0.0212355212355212,0.0251937984496124,77757
2019-01-31,"Spokane","WA","Spokane-Spokane Valley","Spokane County",85,1248,0.00645161290322581,0.0271604938271605,0.0505050505050505,79877
2019-01-31,"Madison","WI","Madison","Dane County",86,1543,0.00586701434159061,0.0184818481848185,0.0293529019346231,74757
2019-01-31,"Norfolk","VA","Virginia Beach-Norfolk-Newport News","Norfolk City",87,1290,0.00389105058365759,0.014948859166011,0.0205696202531646,64037
2019-01-31,"Scottsdale","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",88,2210,0.00867183934276586,0.0240963855421687,0.0429447852760736,117610
2019-01-31,"Fayetteville","NC","Fayetteville","Cumberland County",89,835,0.00602409638554217,0.0170523751522534,0.04375,41799
2019-01-31,"Boise","ID","Boise City","Ada County",90,1365,0.015625,0.0475825019186493,0.0548686244204019,77793
2019-01-31,"Irvine","CA","Los Angeles-Long Beach-Anaheim","Orange County",91,3233,0.00216986980781153,0.00936621916952857,0.00999687597625742,73241
2019-01-31,"Laredo","TX","Laredo","Webb County",92,1149,0.0105540897097625,0.0407608695652174,0.00789473684210526,52028
2019-01-31,"Sarasota","FL","North Port-Sarasota-Bradenton","Sarasota County",93,1900,0.00475938656795346,0.0122535961640916,0.028695181375203,66896
2019-01-31,"Chesapeake","VA","Virginia Beach-Norfolk-Newport News","Chesapeake City",94,1607,0.00187032418952618,0.0068922305764411,0.0106918238993711,76874
2019-01-31,"Fort Myers","FL","Cape Coral-Fort Myers","Lee County",95,1604,0.00312695434646654,0.00312695434646654,0.0145477545857053,115273
2019-01-31,"Garland","TX","Dallas-Fort Worth-Arlington","Dallas County",96,1498,0.00267737617135207,0.0114787305874409,0.014218009478673,64049
2019-01-31,"Fremont","CA","San Francisco-Oakland-Hayward","Alameda County",97,3244,0.00495662949194548,0.0172467858262778,0.0162907268170426,60396
2019-01-31,"Fontana","CA","Riverside-San Bernardino-Ontario","San Bernardino County",98,2072,0.0132029339853301,0.034965034965035,0.0571428571428571,48479
2019-01-31,"Irving","TX","Dallas-Fort Worth-Arlington","Dallas County",99,1587,0.00825921219822109,0.0265200517464424,0.0291828793774319,42596
2019-01-31,"Arlington","VA","Washington-Arlington-Alexandria","Arlington County",100,2791,0.0039568345323741,0.0145401672119229,0.00867365377665342,63410
2019-01-31,"Springfield","MO","Springfield","Greene County",101,855,0.00944510035419126,0.0351089588377724,0.0363636363636364,76581
2019-01-31,"Birmingham","AL","Birmingham-Hoover","Jefferson County",102,764,0.00658761528326746,0.0186666666666667,0.0200267022696929,80147
2019-01-31,"Santa Rosa","CA","Santa Rosa","Sonoma County",103,2763,-0.00932233775546791,-0.0247087892693258,0.0586206896551724,57480
2019-01-31,"Greenville","SC","Greenville-Anderson-Mauldin","Greenville County",104,1287,0.00941176470588235,0.0296,0.0271348762968875,66869
2019-01-31,"Oxnard","CA","Oxnard-Thousand Oaks-Ventura","Ventura County",105,2536,0.0111642743221691,0.034257748776509,0.0355247039608003,40616
2019-01-31,"Richmond","VA","Richmond","Richmond City",106,1269,0.0079428117553614,0.0283630470016207,0.020096463022508,69731
2019-01-31,"Des Moines","IA","Des Moines-West Des Moines","Polk County",107,1148,0.00262008733624454,0.00790166812993854,0.0323741007194245,68384
2019-01-31,"Ocala","FL","Ocala","Marion County",108,1146,0.0114739629302736,0.0380434782608696,0.0250447227191413,78248
2019-01-31,"Boca Raton","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach County",109,2320,0.00738167607468519,0.0211267605633803,0.00476396708531832,105535
2019-01-31,"Bradenton","FL","North Port-Sarasota-Bradenton","Manatee County",110,1669,0.000599520383693046,-0.00119688809096349,0.0296113510178902,93874
2019-01-31,"Rochester","NY","Rochester","Monroe County",111,1052,0.00285986653956149,0.0115384615384615,0.057286432160804,55778
2019-01-31,"Montgomery","AL","Montgomery","Montgomery County",112,848,0.00118063754427391,0.00593119810201661,-0.00117785630153121,77021
2019-01-31,"Corona","CA","Riverside-San Bernardino-Ontario","Riverside County",113,2323,0.00606323083585968,0.0202020202020202,0.0342831700801425,48167
2019-01-31,"Oceanside","CA","San Diego-Carlsbad","San Diego County",114,2514,0.00761523046092184,0.0248675091724419,0.0294840294840295,50538
2019-01-31,"Tacoma","WA","Seattle-Tacoma-Bellevue","Pierce County",115,1684,0.0114114114114114,0.0407911001236094,0.0505302557704304,66316
2019-01-31,"Grand Rapids","MI","Grand Rapids-Wyoming","Kent County",116,1285,0.0134069400630915,0.0413290113452188,0.0481239804241436,70125
2019-01-31,"Gainesville","FL","Gainesville","Alachua County",117,1336,0.010590015128593,0.0300693909020817,0.0782889426957224,56878
2019-01-31,"Yonkers","NY","New York-Newark-Jersey City","Westchester County",118,2476,0.00978792822185971,0.0425263157894737,0.0139230139230139,30323
2019-01-31,"Shreveport","LA","Shreveport-Bossier City","Caddo Parish",119,883,0.00455062571103527,0.0243619489559165,0.00227014755959137,69759
2019-01-31,"Glendale","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",120,3079,0.00983929157100689,0.0294215981277165,0.0158363576377433,38949
2019-01-31,"Akron","OH","Akron","Summit County",121,753,-0.0013262599469496,0.00132978723404255,0.00266311584553928,70729
2019-01-31,"Aurora","IL","Chicago-Naperville-Elgin","Kane County",122,1566,0.00384615384615385,0.0129366106080207,0.00513478818998716,52944
2019-01-31,"Huntington Beach","CA","Los Angeles-Long Beach-Anaheim","Orange County",123,3227,0.00186277553554797,0.011281729865246,0.0228209191759113,62099
2019-01-31,"Eugene","OR","Eugene","Lane County",124,1512,0.0026525198938992,0.0140845070422535,0.042039972432805,54156
2019-01-31,"Salt Lake City","UT","Salt Lake City","Salt Lake County",125,1590,0.0146777281429483,0.0446780551905388,0.0304601425793908,57602
2019-01-31,"Port Saint Lucie","FL","Port St. Lucie","Saint Lucie County",126,1548,0.00846905537459283,0.029940119760479,0.0595482546201232,82529
2019-01-31,"Salinas","CA","Salinas","Monterey County",127,2418,0.00876095118898623,0.0280612244897959,0.0619235836627141,34427
2019-01-31,"Amarillo","TX","Amarillo","Potter County",128,1126,-0.00353982300884956,-0.00880281690140845,0.0199275362318841,61927
2019-01-31,"Little Rock","AR","Little Rock-North Little Rock-Conway","Pulaski County",129,1043,0.00772946859903382,0.0306324110671937,0.0255653883972468,68538
2019-01-31,"Fort Collins","CO","Fort Collins","Larimer County",130,1777,0.00225606316976875,0.00908574673480977,0.0242074927953891,59754
2019-01-31,"Hayward","CA","San Francisco-Oakland-Hayward","Alameda County",131,2901,0.00939457202505219,0.0334877092981831,0.0357015351660121,39896
2019-01-31,"Brownsville","TX","Brownsville-Harlingen","Cameron County",132,901,-0.00110864745011086,0.00111111111111111,0.00558035714285714,47870
2019-01-31,"Rockford","IL","Rockford","Winnebago County",133,987,0.028125,0.0930232558139535,0.0681818181818182,60416
2019-01-31,"Evansville","IN","Evansville","Vanderburgh County",134,897,-0.00222469410456062,0.00673400673400673,0.00786516853932584,70291
2019-01-31,"Worcester","MA","Worcester","Worcester County",135,1547,0.0091324200913242,0.0292747837658017,0.0184331797235023,44094
2019-01-31,"Overland Park","KS","Kansas City","Johnson County",136,1810,-0.0125477359519913,-0.0326028861571352,-0.0168386746333514,57000
2019-01-31,"Lancaster","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",137,1966,0.00152827305145186,0.00820512820512821,0.100167879127029,47917
2019-01-31,"Garden Grove","CA","Los Angeles-Long Beach-Anaheim","Orange County",138,2781,0.0112727272727273,0.0338289962825279,0.0311457174638487,35126
2019-01-31,"Grand Prairie","TX","Dallas-Fort Worth-Arlington","Dallas County",139,1550,0.0038860103626943,0.013734466971877,0.0326449033977348,45129
2019-01-31,"Escondido","CA","San Diego-Carlsbad","San Diego County",140,2474,0.00569105691056911,0.019365471775855,0.0347135089920535,31784
2019-01-31,"Providence","RI","Providence-Warwick","Providence County",141,1512,0.0106951871657754,0.0271739130434783,0.0257801899592944,38015
2019-01-31,"Fort Lauderdale","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County",142,1849,0.00817884405670665,0.0272222222222222,0.0312325711098717,87676
2019-01-31,"Ontario","CA","Riverside-San Bernardino-Ontario","San Bernardino County",143,2087,0.00288322921672273,0.0101645692158761,0.0445445445445445,33310
2019-01-31,"Sioux Falls","SD","Sioux Falls","Minnehaha County",144,1194,0.00674536256323777,0.0213857998289136,0.00167785234899329,45850
2019-01-31,"Charleston","SC","Charleston-North Charleston","Charleston County",145,1851,0.0032520325203252,0.0109229929000546,0.0220872446162341,66309
2019-01-31,"Kissimmee","FL","Orlando-Kissimmee-Sanford","Osceola County",146,1362,0.00590841949778434,0.0164179104477612,0.0460829493087558,20076
2019-01-31,"Clarksville","TN","Clarksville","Montgomery County",147,1063,0.0181992337164751,0.0587649402390438,0.0221153846153846,65302
2019-01-31,"Chattanooga","TN","Chattanooga","Hamilton County",148,1200,-0.00166389351081531,-0.000832639467110741,0.00755667506297229,58166
2019-01-31,"Tempe","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",149,1512,0.0134048257372654,0.045643153526971,0.0543933054393305,46750
2019-01-31,"Murfreesboro","TN","Nashville-Davidson--Murfreesboro--Franklin","Rutherford County",150,1445,0.00978336827393431,0.0314061384725196,0.0343593414459556,58080
2019-01-31,"Rancho Cucamonga","CA","Riverside-San Bernardino-Ontario","San Bernardino County",151,2340,0.0047230571060541,0.0165073848827107,0.0335689045936396,45055
2019-01-31,"Killeen","TX","Killeen-Temple","Bell County",152,955,0.00526315789473684,0.0192102454642476,0.0202991452991453,46070
2019-01-31,"Fredericksburg","VA","Washington-Arlington-Alexandria","Spotsylvania County",153,1608,0.00688791484032561,0.0145110410094637,0.0177215189873418,61289
2019-01-31,"Palmdale","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",154,2050,0.0068762278978389,0.0234648027958063,0.0716152639832724,46257
2019-01-31,"Cape Coral","FL","Cape Coral-Fort Myers","Lee County",155,1524,0.0032916392363397,0.012624584717608,0.0311231393775372,85181
2019-01-31,"Savannah","GA","Savannah","Chatham County",156,1178,0.00856164383561644,0.0279232111692845,0.0216825672159584,46097
2019-01-31,"Newport News","VA","Virginia Beach-Norfolk-Newport News","Newport News City",157,1248,0.00240963855421687,0.00645161290322581,0.00645161290322581,49351
2019-01-31,"El Cajon","CA","San Diego-Carlsbad","San Diego County",158,2507,0.0084473049074819,0.0270380991396968,0.0299917830731306,35701
2019-01-31,"Jackson","MS","Jackson","Hinds County",159,797,0.00251572327044025,0.00758533501896334,0.00886075949367089,56356
2019-01-31,"Elk Grove","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County",160,1995,0.00453172205438067,0.0163015792154865,0.0157841140529532,48722
2019-01-31,"Naperville","IL","Chicago-Naperville-Elgin","DuPage County",161,2410,-0.000414765657403567,0.00249584026622296,0.0100586756077117,54117
2019-01-31,"Fairfax","VA","Washington-Arlington-Alexandria","Fairfax County",162,2497,-0.000400320256204964,-0.000400320256204964,0.00321414222579349,46264
2019-01-31,"Topeka","KS","Topeka","Shawnee County",163,947,0.015005359056806,0.0569196428571429,0.0372398685651698,59046
2019-01-31,"McKinney","TX","Dallas-Fort Worth-Arlington","Collin County",164,1865,0.00322754168908015,0.0113882863340564,0.00810810810810811,46876
2019-01-31,"Lafayette","LA","Lafayette","Lafayette Parish",165,1236,-0.0159235668789809,-0.0403726708074534,-0.0470316114109483,49620
2019-01-31,"Sugar Land","TX","Houston-The Woodlands-Sugar Land","Fort Bend County",166,1940,0.000515729757607014,0.00258397932816538,-0.0177215189873418,49273
2019-01-31,"Pembroke Pines","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County",167,1980,-0.00151285930408472,-0.00100908173562059,0.0448548812664908,67631
2019-01-31,"Edmond","OK","Oklahoma City","Oklahoma County",168,1422,0.0128205128205128,0.0448199853049228,0.0208183776022972,30678
2019-01-31,"Pueblo","CO","Pueblo","Pueblo County",169,1131,0.00802139037433155,0.0263157894736842,-0.0266781411359725,54216
2019-01-31,"Salem","OR","Salem","Marion County",170,1547,0.00519818063677713,0.0238252812706817,0.0130975769482646,42897
2019-01-31,"Springfield","MA","Springfield","Hampden County",171,1463,0.00480769230769231,0.0103591160220994,0.0353857041755131,37684
2019-01-31,"Spring","TX","Houston-The Woodlands-Sugar Land","Harris County",172,1581,0.00317258883248731,0.0147625160462131,0.0239637305699482,50602
2019-01-31,"Henrico","VA","Richmond","Henrico County",173,1520,0.00396301188903567,0.0153640614562458,0.0160427807486631,53137
2019-01-31,"Dayton","OH","Dayton","Montgomery County",174,739,0.00818553888130969,0.0278164116828929,0.032122905027933,51547
2019-01-31,"Lakewood","CO","Denver-Aurora-Lakewood","Jefferson County",175,2051,0.00489955903968643,0.0209059233449477,0.0358585858585859,49217
2019-01-31,"Cumming","GA","Atlanta-Sandy Springs-Roswell","Forsyth County",176,1744,0.00057372346528973,0.00229885057471264,0.014543339150669,48280
2019-01-31,"Tyler","TX","Tyler","Smith County",177,1191,-0.000838926174496644,-0.000838926174496644,0.0033698399326032,41028
2019-01-31,"Pomona","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",178,2185,0.0106382978723404,0.029688972667295,0.0115740740740741,29525
2019-01-31,"Visalia","CA","Visalia-Porterville","Tulare County",179,1314,0.012326656394453,0.0322073841319717,0.0330188679245283,41587
2019-01-31,"Cypress","TX","Houston-The Woodlands-Sugar Land","Harris County",180,1780,0.00112485939257593,0.00621820237422272,0.0200573065902579,50676
2019-01-31,"Round Rock","TX","Austin-Round Rock","Williamson County",181,1647,0,0.00182481751824818,0.00121580547112462,42994
2019-01-31,"Ann Arbor","MI","Ann Arbor","Washtenaw County",182,2126,0.0201535508637236,0.0587649402390438,0.0280464216634429,42355
2019-01-31,"Kansas City","KS","Kansas City","Wyandotte County",183,882,0.00684931506849315,0.0255813953488372,0.0352112676056338,51383
2019-01-31,"Hollywood","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County",184,1766,0.0102974828375286,0.0303383897316219,0.0431187241582989,71595
2019-01-31,"Sunnyvale","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County",185,3914,0.00513610683102209,0.0163593871721631,0.0155682407887909,31144
2019-01-31,"Las Cruces","NM","Las Cruces","Dona Ana County",186,1037,0.000965250965250965,0.0117073170731707,0.0453629032258065,44103
2019-01-31,"Conroe","TX","Houston-The Woodlands-Sugar Land","Montgomery County",187,1583,0.00444162436548223,0.0193174500965873,0.02925877763329,34355
2019-01-31,"Lansing","MI","Lansing-East Lansing","Ingham County",188,960,0.0169491525423729,0.0491803278688525,0.142857142857143,36599
2019-01-31,"South Bend","IN","South Bend-Mishawaka","Saint Joseph County",189,750,0.00267379679144385,0.0107816711590297,0.00133511348464619,42485
2019-01-31,"Pasadena","TX","Houston-The Woodlands-Sugar Land","Harris County",190,1369,0.00440205429200293,0.0133234641006662,0.0186011904761905,31076
2019-01-31,"Cary","NC","Raleigh","Wake County",191,1691,-0.00353565114908662,-0.00995316159250586,-0.00529411764705882,49601
2019-01-31,"Paterson","NJ","New York-Newark-Jersey City","Passaic County",192,1583,0.0180064308681672,0.0624161073825503,0.0827633378932969,21651
2019-01-31,"Beaumont","TX","Beaumont-Port Arthur","Jefferson County",193,1193,0.0127334465195246,0.0410122164048866,0.0437445319335083,43318
2019-01-31,"Yuma","AZ","Yuma","Yuma County",194,942,0,0.00212765957446809,0.00106269925611052,34413
2019-01-31,"Columbia","MO","Columbia","Boone County",195,1133,0.00354295837023915,0.00621669626998224,0.00088339222614841,42271
2019-01-31,"Syracuse","NY","Syracuse","Onondaga County",196,1148,0.000871839581517001,0.00525394045534151,0.0295964125560538,34997
